0.137789764,0.991963032,0.126528036,0.993001023,0.118105751,0.989946458,0.141442604,0.991476091,0.130288762,0.976688805,0.214660144,0.981903383,0.189382542,0.932882003,0.360182132,0.97145511,0.23722346,0.910827217,0.412787815,0.974904413,0.222623867,0.919281338,0.393601093,0.943378509,0.331718237,0.894012497,0.448042023,0.912380154,0.409343932,0.869969262,0.493105956,0.879462277,0.475968595,0.46617654,Post-stroke gait 
0.128209718,0.993568559,0.113232144,0.993697612,0.11209396,0.993612968,0.112841787,0.993716301,0.111928157,0.98356563,0.180550967,0.98346119,0.181118986,0.979830886,0.199828515,0.968483287,0.249078549,0.979352331,0.202160856,0.975948972,0.217999093,0.943627331,0.331009758,0.932476649,0.361230259,0.917319059,0.398152915,0.908039863,0.418883764,0.872383066,0.488822858,0.864227918,0.503100493,0.441689402,Post-stroke gait 
0.133398555,0.993090285,0.117352824,0.993197296,0.116443682,0.992956853,0.11847653,0.992747453,0.120218527,0.985639265,0.168864559,0.983596947,0.180380282,0.98044568,0.196789912,0.960954542,0.276706286,0.976934567,0.213538878,0.957595994,0.288114408,0.948947274,0.315434733,0.935687974,0.352828592,0.91445,0.404698897,0.899753182,0.436399142,0.875739918,0.482783176,0.851281625,0.524709058,0.565680325,Post-stroke gait 
0.146507427,0.99168007,0.128726993,0.991439151,0.130569559,0.991943386,0.126681959,0.991094578,0.133159816,0.985260033,0.171063341,0.983015959,0.183520092,0.981480637,0.191561372,0.966750198,0.255722611,0.978926756,0.204211672,0.956342291,0.292248904,0.949731936,0.31306429,0.946310038,0.323260441,0.921314171,0.388818979,0.904689896,0.426070643,0.88252209,0.470270943,0.86217909,0.506603608,0.407074124,Post-stroke gait 
0.12189934,0.993809095,0.111101223,0.993678779,0.112260788,0.993854839,0.110691279,0.993927089,0.110040636,0.980578396,0.196127535,0.987247434,0.15919329,0.938856582,0.344308465,0.977004734,0.21321761,0.938016207,0.346591396,0.980332996,0.197350491,0.939539614,0.342440234,0.948148431,0.317827866,0.907370962,0.420330749,0.912078989,0.410014534,0.873658859,0.486538999,0.870298929,0.492523881,0.111652635,Post-stroke gait 
0.132326384,0.993260529,0.115903069,0.992990104,0.118197515,0.993606955,0.112894727,0.993810137,0.111091909,0.98173988,0.190228304,0.987510847,0.15755103,0.948483107,0.316827708,0.977608709,0.210431013,0.931502127,0.363735876,0.979847224,0.199748384,0.942241405,0.334934524,0.953435872,0.301595818,0.897802583,0.44039814,0.91329739,0.407293356,0.866525582,0.499132664,0.882095721,0.471070206,0.147292048,Post-stroke gait 
0.100053418,0.996560657,0.082866502,0.996283533,0.086134323,0.996525923,0.083283166,0.994778361,0.102058864,0.987233045,0.159282498,0.982080598,0.188461398,0.966789925,0.25557238,0.953233096,0.302236109,0.945840254,0.32463243,0.935625881,0.352993217,0.934524962,0.35589759,0.92617823,0.377086047,0.877501717,0.479573494,0.853020238,0.521877833,0.826936271,0.562295655,0.795630531,0.605782187,0.994226336,Post-stroke gait 
0.154104849,0.990467125,0.137749317,0.990403432,0.138206517,0.992276147,0.124048573,0.992152606,0.125032821,0.983812778,0.179199382,0.988018817,0.154333459,0.952605359,0.304208859,0.978785627,0.204887033,0.936580894,0.350451465,0.979647794,0.200724189,0.945045064,0.326940097,0.945475793,0.325692378,0.898223948,0.439538097,0.903762033,0.428035264,0.868150592,0.496300866,0.871025961,0.491236985,0.187955603,Post-stroke gait 
0.153452403,0.990339799,0.138661754,0.990552905,0.137131111,0.99218924,0.124741778,0.992231963,0.12440149,0.983942149,0.17848767,0.98829698,0.152542055,0.951141321,0.308755869,0.978566368,0.205931696,0.932255219,0.361801336,0.979948114,0.199252837,0.944214433,0.329331298,0.948362017,0.317189982,0.90475209,0.425938558,0.915738488,0.40177484,0.872484662,0.4886415,0.900461514,0.434935699,0.21917744,Post-stroke gait 
0.137220667,0.992380819,0.123208402,0.992801615,0.119770419,0.993059296,0.117614771,0.993598963,0.112965042,0.984239055,0.176843099,0.987942284,0.154822623,0.951958759,0.306226257,0.977851463,0.209300064,0.93323846,0.359257536,0.979073955,0.203504766,0.941741144,0.336338546,0.956521349,0.291662319,0.904539018,0.42639086,0.921839626,0.387571548,0.871589716,0.490236032,0.904049814,0.427427109,0.182146892,Post-stroke gait 
